,barcode,entry,species_consensus,groups_consensus,accession_number,usda_q_number,alt_accession_number,uiuc_id,minicores_ainsworth_2025,quantity,transplanted,date_transplant,project,project_id,labeled,survival_6wks,root_exudate_collect_6wks,incubation_start_6wks,incubation_end_6wks,soil_6wks,soil_dry_time_start_6wks,soil_dry_time_end_6wks,root_dry_time_start_6wks,root_dry_time_end_6wks,root_6wks,root_exudate_collect_15wks,incubation_start_15wks,incubation_end_15wks,soil_15wks,soil_dry_time_start_15wks,soil_dry_time_end_15wks,root_dry_time_start_15wks,root_dry_time_end_15wks,root_15wks,notes,week,flush,sample_type,flush_initial_volume,flush_replenish,flush_final_volume,soil_initial_mg,soil_24hrs_mg,soil_final_mg,root_initial_mg,root_final_mg
118,Miscanthus sacchariflorus  'RU2012-112'-Accn:RU2012-112-Q47715-Alt:,Miscanthus sacchariflorus  'RU2012-112',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-112,Q47715,,UI19-00174,RU2012-112,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
119,Miscanthus sacchariflorus  'RU2012-112'-Accn:RU2012-112-Q47715-Alt:,Miscanthus sacchariflorus  'RU2012-112',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-112,Q47715,,UI19-00174,RU2012-112,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
120,Miscanthus sacchariflorus  'RU2012-112'-Accn:RU2012-112-Q47715-Alt:,Miscanthus sacchariflorus  'RU2012-112',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-112,Q47715,,UI19-00174,RU2012-112,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
121,Miscanthus sacchariflorus  'RU2012-114'-Accn:RU2012-114-Q47717-Alt:,Miscanthus sacchariflorus  'RU2012-114',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-114,Q47717,,UI19-00176,RU2012-114,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
122,Miscanthus sacchariflorus  'RU2012-114'-Accn:RU2012-114-Q47717-Alt:,Miscanthus sacchariflorus  'RU2012-114',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-114,Q47717,,UI19-00176,RU2012-114,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
123,Miscanthus sacchariflorus  'RU2012-114'-Accn:RU2012-114-Q47717-Alt:,Miscanthus sacchariflorus  'RU2012-114',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-114,Q47717,,UI19-00176,RU2012-114,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
124,Miscanthus sacchariflorus  'RU2012-114'-Accn:RU2012-114-Q47717-Alt:,Miscanthus sacchariflorus  'RU2012-114',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-114,Q47717,,UI19-00176,RU2012-114,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
125,Miscanthus sacchariflorus  'RU2012-114'-Accn:RU2012-114-Q47717-Alt:,Miscanthus sacchariflorus  'RU2012-114',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-114,Q47717,,UI19-00176,RU2012-114,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
126,Miscanthus sacchariflorus  'RU2012-114'-Accn:RU2012-114-Q47717-Alt:,Miscanthus sacchariflorus  'RU2012-114',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-114,Q47717,,UI19-00176,RU2012-114,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
127,Miscanthus sacchariflorus  'RU2012-114'-Accn:RU2012-114-Q47717-Alt:,Miscanthus sacchariflorus  'RU2012-114',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-114,Q47717,,UI19-00176,RU2012-114,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
128,Miscanthus sacchariflorus  'RU2012-114'-Accn:RU2012-114-Q47717-Alt:,Miscanthus sacchariflorus  'RU2012-114',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-114,Q47717,,UI19-00176,RU2012-114,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
129,Miscanthus sacchariflorus  'RU2012-174'-Accn:RU2012-174-Q47765-Alt:,Miscanthus sacchariflorus  'RU2012-174',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-174,Q47765,,UI19-00223,RU2012-174,1,,,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
130,Miscanthus sacchariflorus  'RU2012-174'-Accn:RU2012-174-Q47765-Alt:,Miscanthus sacchariflorus  'RU2012-174',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-174,Q47765,,UI19-00223,RU2012-174,1,,,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
131,Miscanthus sacchariflorus  'RU2012-174'-Accn:RU2012-174-Q47765-Alt:,Miscanthus sacchariflorus  'RU2012-174',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-174,Q47765,,UI19-00223,RU2012-174,1,,,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
132,Miscanthus sacchariflorus  'RU2012-174'-Accn:RU2012-174-Q47765-Alt:,Miscanthus sacchariflorus  'RU2012-174',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-174,Q47765,,UI19-00223,RU2012-174,1,,,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
133,Miscanthus sacchariflorus  'RU2012-174'-Accn:RU2012-174-Q47765-Alt:,Miscanthus sacchariflorus  'RU2012-174',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-174,Q47765,,UI19-00223,RU2012-174,1,,,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
134,Miscanthus sacchariflorus  'RU2012-174'-Accn:RU2012-174-Q47765-Alt:,Miscanthus sacchariflorus  'RU2012-174',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-174,Q47765,,UI19-00223,RU2012-174,1,,,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
135,Miscanthus sacchariflorus  'RU2012-174'-Accn:RU2012-174-Q47765-Alt:,Miscanthus sacchariflorus  'RU2012-174',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-174,Q47765,,UI19-00223,RU2012-174,1,,,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
136,Miscanthus sacchariflorus  'RU2012-174'-Accn:RU2012-174-Q47765-Alt:,Miscanthus sacchariflorus  'RU2012-174',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-174,Q47765,,UI19-00223,RU2012-174,1,,,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
137,Miscanthus sacchariflorus  'Robustus-Bluemel'-Accn:UI10-00009--Alt:,Miscanthus sacchariflorus  'Robustus-Bluemel',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,UI10-00009,,,UI19-00096,UI10-00009,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:36:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,flush_1,exudate,,,,,,,,
138,Miscanthus sacchariflorus  'Robustus-Bluemel'-Accn:UI10-00009--Alt:,Miscanthus sacchariflorus  'Robustus-Bluemel',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,UI10-00009,,,UI19-00096,UI10-00009,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:36:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,flush_2,exudate,,,,,,,,
139,Miscanthus sacchariflorus  'Robustus-Bluemel'-Accn:UI10-00009--Alt:,Miscanthus sacchariflorus  'Robustus-Bluemel',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,UI10-00009,,,UI19-00096,UI10-00009,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:36:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,,soil,,,,,,,,
140,Miscanthus sacchariflorus  'Robustus-Bluemel'-Accn:UI10-00009--Alt:,Miscanthus sacchariflorus  'Robustus-Bluemel',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,UI10-00009,,,UI19-00096,UI10-00009,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:36:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,,root,,,,,,,,
141,Miscanthus sacchariflorus  'Robustus-Bluemel'-Accn:UI10-00009--Alt:,Miscanthus sacchariflorus  'Robustus-Bluemel',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,UI10-00009,,,UI19-00096,UI10-00009,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:36:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,flush_1,exudate,10,5,10.4,4.0128,0.8864,0.8765,0.0205,0.0114
142,Miscanthus sacchariflorus  'Robustus-Bluemel'-Accn:UI10-00009--Alt:,Miscanthus sacchariflorus  'Robustus-Bluemel',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,UI10-00009,,,UI19-00096,UI10-00009,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:36:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,flush_2,exudate,10,,9.5,4.0128,0.8864,0.8765,0.0205,0.0114
143,Miscanthus sacchariflorus  'Robustus-Bluemel'-Accn:UI10-00009--Alt:,Miscanthus sacchariflorus  'Robustus-Bluemel',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,UI10-00009,,,UI19-00096,UI10-00009,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:36:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,,soil,,,,4.0128,0.8864,0.8765,0.0205,0.0114
144,Miscanthus sacchariflorus  'Robustus-Bluemel'-Accn:UI10-00009--Alt:,Miscanthus sacchariflorus  'Robustus-Bluemel',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,UI10-00009,,,UI19-00096,UI10-00009,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:36:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,,root,,,,4.0128,0.8864,0.8765,0.0205,0.0114
145,Miscanthus sacchariflorus 4x  'Tohoku-2010-036'-Accn:JPN-2010-002-Q46424-Alt:JPN-2010-002,Miscanthus sacchariflorus 4x  'Tohoku-2010-036',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-002,Q46424,JPN-2010-002,UI19-00262,JPN-2010-002,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
146,Miscanthus sacchariflorus 4x  'Tohoku-2010-036'-Accn:JPN-2010-002-Q46424-Alt:JPN-2010-002,Miscanthus sacchariflorus 4x  'Tohoku-2010-036',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-002,Q46424,JPN-2010-002,UI19-00262,JPN-2010-002,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
147,Miscanthus sacchariflorus 4x  'Tohoku-2010-036'-Accn:JPN-2010-002-Q46424-Alt:JPN-2010-002,Miscanthus sacchariflorus 4x  'Tohoku-2010-036',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-002,Q46424,JPN-2010-002,UI19-00262,JPN-2010-002,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
148,Miscanthus sacchariflorus 4x  'Tohoku-2010-036'-Accn:JPN-2010-002-Q46424-Alt:JPN-2010-002,Miscanthus sacchariflorus 4x  'Tohoku-2010-036',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-002,Q46424,JPN-2010-002,UI19-00262,JPN-2010-002,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
149,Miscanthus sacchariflorus 4x  'Tohoku-2010-036'-Accn:JPN-2010-002-Q46424-Alt:JPN-2010-002,Miscanthus sacchariflorus 4x  'Tohoku-2010-036',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-002,Q46424,JPN-2010-002,UI19-00262,JPN-2010-002,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
150,Miscanthus sacchariflorus 4x  'Tohoku-2010-036'-Accn:JPN-2010-002-Q46424-Alt:JPN-2010-002,Miscanthus sacchariflorus 4x  'Tohoku-2010-036',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-002,Q46424,JPN-2010-002,UI19-00262,JPN-2010-002,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
151,Miscanthus sacchariflorus 4x  'Tohoku-2010-036'-Accn:JPN-2010-002-Q46424-Alt:JPN-2010-002,Miscanthus sacchariflorus 4x  'Tohoku-2010-036',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-002,Q46424,JPN-2010-002,UI19-00262,JPN-2010-002,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
152,Miscanthus sacchariflorus 4x  'Tohoku-2010-036'-Accn:JPN-2010-002-Q46424-Alt:JPN-2010-002,Miscanthus sacchariflorus 4x  'Tohoku-2010-036',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-002,Q46424,JPN-2010-002,UI19-00262,JPN-2010-002,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
153,Miscanthus sacchariflorus 4x  'Tohoku-2010-014'-Accn:JPN-2010-006-Q46428-Alt:JPN-2010-006,Miscanthus sacchariflorus 4x  'Tohoku-2010-014',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-006,Q46428,JPN-2010-006,UI19-00275,JPN-2010-006,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
154,Miscanthus sacchariflorus 4x  'Tohoku-2010-014'-Accn:JPN-2010-006-Q46428-Alt:JPN-2010-006,Miscanthus sacchariflorus 4x  'Tohoku-2010-014',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-006,Q46428,JPN-2010-006,UI19-00275,JPN-2010-006,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
155,Miscanthus sacchariflorus 4x  'Tohoku-2010-014'-Accn:JPN-2010-006-Q46428-Alt:JPN-2010-006,Miscanthus sacchariflorus 4x  'Tohoku-2010-014',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-006,Q46428,JPN-2010-006,UI19-00275,JPN-2010-006,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
156,Miscanthus sacchariflorus 4x  'Tohoku-2010-014'-Accn:JPN-2010-006-Q46428-Alt:JPN-2010-006,Miscanthus sacchariflorus 4x  'Tohoku-2010-014',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-006,Q46428,JPN-2010-006,UI19-00275,JPN-2010-006,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
157,Miscanthus sacchariflorus 4x  'Tohoku-2010-014'-Accn:JPN-2010-006-Q46428-Alt:JPN-2010-006,Miscanthus sacchariflorus 4x  'Tohoku-2010-014',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-006,Q46428,JPN-2010-006,UI19-00275,JPN-2010-006,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
158,Miscanthus sacchariflorus 4x  'Tohoku-2010-014'-Accn:JPN-2010-006-Q46428-Alt:JPN-2010-006,Miscanthus sacchariflorus 4x  'Tohoku-2010-014',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-006,Q46428,JPN-2010-006,UI19-00275,JPN-2010-006,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
159,Miscanthus sacchariflorus 4x  'Tohoku-2010-014'-Accn:JPN-2010-006-Q46428-Alt:JPN-2010-006,Miscanthus sacchariflorus 4x  'Tohoku-2010-014',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-006,Q46428,JPN-2010-006,UI19-00275,JPN-2010-006,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
160,Miscanthus sacchariflorus 4x  'Tohoku-2010-014'-Accn:JPN-2010-006-Q46428-Alt:JPN-2010-006,Miscanthus sacchariflorus 4x  'Tohoku-2010-014',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2010-006,Q46428,JPN-2010-006,UI19-00275,JPN-2010-006,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
161,Miscanthus sacchariflorus 4x  'Gifu-2010-016'-Accn:JPN-2011-004-Q46804-Alt:JPN-2011-004,Miscanthus sacchariflorus 4x  'Gifu-2010-016',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-004,Q46804,JPN-2011-004,UI19-00260,JPN-2011-004,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,1,2025/08/05 11:26:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,flush_1,exudate,,,,,,,,
162,Miscanthus sacchariflorus 4x  'Gifu-2010-016'-Accn:JPN-2011-004-Q46804-Alt:JPN-2011-004,Miscanthus sacchariflorus 4x  'Gifu-2010-016',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-004,Q46804,JPN-2011-004,UI19-00260,JPN-2011-004,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,1,2025/08/05 11:26:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,flush_2,exudate,,,,,,,,
163,Miscanthus sacchariflorus 4x  'Gifu-2010-016'-Accn:JPN-2011-004-Q46804-Alt:JPN-2011-004,Miscanthus sacchariflorus 4x  'Gifu-2010-016',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-004,Q46804,JPN-2011-004,UI19-00260,JPN-2011-004,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,1,2025/08/05 11:26:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,,soil,,,,,,,,
164,Miscanthus sacchariflorus 4x  'Gifu-2010-016'-Accn:JPN-2011-004-Q46804-Alt:JPN-2011-004,Miscanthus sacchariflorus 4x  'Gifu-2010-016',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-004,Q46804,JPN-2011-004,UI19-00260,JPN-2011-004,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,1,2025/08/05 11:26:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,,root,,,,,,,,
165,Miscanthus sacchariflorus 4x  'Gifu-2010-016'-Accn:JPN-2011-004-Q46804-Alt:JPN-2011-004,Miscanthus sacchariflorus 4x  'Gifu-2010-016',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-004,Q46804,JPN-2011-004,UI19-00260,JPN-2011-004,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,1,2025/08/05 11:26:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,flush_1,exudate,10,5,8.46,4.0122,0.7713,0.7664,0.012,0.0093
166,Miscanthus sacchariflorus 4x  'Gifu-2010-016'-Accn:JPN-2011-004-Q46804-Alt:JPN-2011-004,Miscanthus sacchariflorus 4x  'Gifu-2010-016',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-004,Q46804,JPN-2011-004,UI19-00260,JPN-2011-004,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,1,2025/08/05 11:26:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,flush_2,exudate,10,,8.5,4.0122,0.7713,0.7664,0.012,0.0093
167,Miscanthus sacchariflorus 4x  'Gifu-2010-016'-Accn:JPN-2011-004-Q46804-Alt:JPN-2011-004,Miscanthus sacchariflorus 4x  'Gifu-2010-016',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-004,Q46804,JPN-2011-004,UI19-00260,JPN-2011-004,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,1,2025/08/05 11:26:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,,soil,,,,4.0122,0.7713,0.7664,0.012,0.0093
168,Miscanthus sacchariflorus 4x  'Gifu-2010-016'-Accn:JPN-2011-004-Q46804-Alt:JPN-2011-004,Miscanthus sacchariflorus 4x  'Gifu-2010-016',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-004,Q46804,JPN-2011-004,UI19-00260,JPN-2011-004,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,1,2025/08/05 11:26:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,,root,,,,4.0122,0.7713,0.7664,0.012,0.0093
169,Miscanthus sacchariflorus 4x  'Gifu-2010-024'-Accn:JPN-2011-012-Q46812-Alt:JPN-2011-012,Miscanthus sacchariflorus 4x  'Gifu-2010-024',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-012,Q46812,JPN-2011-012,UI19-00272,JPN-2011-012,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
170,Miscanthus sacchariflorus 4x  'Gifu-2010-024'-Accn:JPN-2011-012-Q46812-Alt:JPN-2011-012,Miscanthus sacchariflorus 4x  'Gifu-2010-024',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-012,Q46812,JPN-2011-012,UI19-00272,JPN-2011-012,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
171,Miscanthus sacchariflorus 4x  'Gifu-2010-024'-Accn:JPN-2011-012-Q46812-Alt:JPN-2011-012,Miscanthus sacchariflorus 4x  'Gifu-2010-024',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-012,Q46812,JPN-2011-012,UI19-00272,JPN-2011-012,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
172,Miscanthus sacchariflorus 4x  'Gifu-2010-024'-Accn:JPN-2011-012-Q46812-Alt:JPN-2011-012,Miscanthus sacchariflorus 4x  'Gifu-2010-024',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-012,Q46812,JPN-2011-012,UI19-00272,JPN-2011-012,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
